Product_Identifier,Supermarket_Identifier,Product_Supermarket_Identifier,Product_Weight,Product_Fat_Content,Product_Shelf_Visibility,Product_Type,Product_Price,Supermarket_Opening_Year,Supermarket _Size,Supermarket_Location_Type,Supermarket_Type,Average_Price_per_ProductType,Product_Supermarket_Sales
FDZ44,CHUKWUDI046,FDZ44_CHUKWUDI046,8.185,Low Fat,0.038729057000000004,Fruits and Vegetables,292.95,2004,Small,Cluster 1,Supermarket Type1,398.2481124497989,4687.23
FDR58,CHUKWUDI013,FDR58_CHUKWUDI013,6.675,Low Fat,0.041886576,Snack Foods,230.37,1994,High,Cluster 3,Supermarket Type1,395.3521899736158,3007.75
FDO52,CHUKWUDI049,FDO52_CHUKWUDI049,11.6,Normal Fat,0.077284566,Frozen Foods,431.03,2006,Medium,Cluster 1,Supermarket Type1,388.07109409190423,10694.41
FDZ48,CHUKWUDI049,FDZ48_CHUKWUDI049,17.75,Ultra Low fat,0.07607772,Baking Goods,281.14,2006,Medium,Cluster 1,Supermarket Type1,364.91892441860455,5872.36
FDA07,CHUKWUDI018,FDA07_CHUKWUDI018,7.55,Normal Fat,0.03107068,Fruits and Vegetables,306.02,2016,Medium,Cluster 3,Supermarket Type2,398.2481124497989,2143.88
FDW50,CHUKWUDI017,FDW50_CHUKWUDI017,13.1,Low Fat,0.07600554799999999,Dairy,415.29,2014,,Cluster 2,Supermarket Type1,409.5043428571421,2924.53
NCF31,CHUKWUDI018,NCF31_CHUKWUDI018,9.13,Low Fat,0.052058629,Household,376.51,2016,Medium,Cluster 3,Supermarket Type2,399.9994179894175,4554.07
FDD38,CHUKWUDI010,FDD38_CHUKWUDI010,16.75,Normal Fat,0.013711273999999999,Canned,250.67,2005,,Cluster 3,Grocery Store,391.7176329787233,509.34
FDY49,CHUKWUDI046,FDY49_CHUKWUDI046,17.2,Normal Fat,0.012012071000000001,Canned,407.8,2004,Small,Cluster 1,Supermarket Type1,391.7176329787233,11558.29
NCW17,CHUKWUDI046,NCW17_CHUKWUDI046,18.0,Low Fat,0.019386234,Health and Hygiene,317.25,2004,Small,Cluster 1,Supermarket Type1,367.1430293159605,7709.96
NCN19,CHUKWUDI019,NCN19_CHUKWUDI019,,Low Fat,0.021184746,Others,473.88,1992,Small,Cluster 1,Grocery Store,388.6077000000003,948.77
FDE47,CHUKWUDI017,FDE47_CHUKWUDI017,14.15,Low Fat,0.038123176,Starchy Foods,308.76,2014,,Cluster 2,Supermarket Type1,421.2993827160495,4980.18
FDU13,CHUKWUDI045,FDU13_CHUKWUDI045,8.355,Low Fat,0.18793900300000002,Canned,367.35,2009,,Cluster 2,Supermarket Type1,391.7176329787233,2574.98
FDG16,CHUKWUDI017,FDG16_CHUKWUDI017,15.25,Low Fat,0.090324849,Frozen Foods,536.05,2014,,Cluster 2,Supermarket Type1,388.07109409190423,12403.85
NCS54,CHUKWUDI018,NCS54_CHUKWUDI018,13.6,Ultra Low fat,0.010033871,Household,444.84,2016,Medium,Cluster 3,Supermarket Type2,399.9994179894175,5734.2
NCM06,CHUKWUDI049,NCM06_CHUKWUDI049,7.475,Low Fat,0.07584563400000001,Household,390.16,2006,Medium,Cluster 1,Supermarket Type1,399.9994179894175,4633.97
NCR38,CHUKWUDI045,NCR38_CHUKWUDI045,17.25,Low Fat,0.113748685,Household,628.43,2009,,Cluster 2,Supermarket Type1,399.9994179894175,16987.89
FDJ53,CHUKWUDI017,FDJ53_CHUKWUDI017,10.5,Low Fat,0.071660976,Frozen Foods,299.27,2014,,Cluster 2,Supermarket Type1,388.07109409190423,6025.49
FDY20,CHUKWUDI049,FDY20_CHUKWUDI049,12.5,Normal Fat,0.08187986400000001,Fruits and Vegetables,229.37,2006,Medium,Cluster 1,Supermarket Type1,398.2481124497989,3395.58
FDK04,CHUKWUDI010,FDK04_CHUKWUDI010,7.36,Low Fat,0.08755962099999999,Frozen Foods,138.15,2005,,Cluster 3,Grocery Store,388.07109409190423,572.59
NCU53,CHUKWUDI045,NCU53_CHUKWUDI045,5.485,Low Fat,0.042838514,Health and Hygiene,409.46,2009,,Cluster 2,Supermarket Type1,367.1430293159605,4144.61
FDF26,CHUKWUDI045,FDF26_CHUKWUDI045,6.825,Normal Fat,0.046729335999999996,Canned,383.75,2009,,Cluster 2,Supermarket Type1,391.7176329787233,5382.99
FDT31,CHUKWUDI049,FDT31_CHUKWUDI049,19.75,Low Fat,0.012467648000000001,Fruits and Vegetables,470.47,2006,Medium,Cluster 1,Supermarket Type1,398.2481124497989,6145.33
FDW31,CHUKWUDI045,FDW31_CHUKWUDI045,11.35,Normal Fat,0.04324563,Fruits and Vegetables,498.69,2009,,Cluster 2,Supermarket Type1,398.2481124497989,6469.91
NCJ30,CHUKWUDI010,NCJ30_CHUKWUDI010,5.82,Low Fat,0.13497562800000001,Household,426.45,2005,,Cluster 3,Grocery Store,399.9994179894175,1273.34
DRE49,CHUKWUDI049,DRE49_CHUKWUDI049,20.75,Low Fat,0.02128304,Soft Drinks,383.76,2006,Medium,Cluster 1,Supermarket Type1,386.99823754789264,6072.1
NCM53,CHUKWUDI046,NCM53_CHUKWUDI046,18.75,Low Fat,0.052040915,Health and Hygiene,264.32,2004,Small,Cluster 1,Supermarket Type1,367.1430293159605,5060.08
FDL39,CHUKWUDI027,FDL39_CHUKWUDI027,,Normal Fat,0.06302467,Dairy,454.08,1992,Medium,Cluster 3,Supermarket Type3,409.5043428571421,3157.56
FDU50,CHUKWUDI013,FDU50_CHUKWUDI013,5.75,Normal Fat,0.075107656,Dairy,282.04,1994,High,Cluster 3,Supermarket Type1,409.5043428571421,3435.53
NCX42,CHUKWUDI046,NCX42_CHUKWUDI046,6.36,Low Fat,0.005978595,Household,409.13,2004,Small,Cluster 1,Supermarket Type1,399.9994179894175,2877.92
FDQ44,CHUKWUDI046,FDQ44_CHUKWUDI046,20.5,Low Fat,0.036140297,Fruits and Vegetables,300.19,2004,Small,Cluster 1,Supermarket Type1,398.2481124497989,5755.84
FDL24,CHUKWUDI045,FDL24_CHUKWUDI045,10.3,Normal Fat,0.02494708,Baking Goods,430.86,2009,,Cluster 2,Supermarket Type1,364.91892441860455,14226.48
FDE38,CHUKWUDI027,FDE38_CHUKWUDI027,,Low Fat,0.044391149000000005,Canned,410.96,1992,Medium,Cluster 3,Supermarket Type3,391.7176329787233,11190.43
FDT47,CHUKWUDI049,FDT47_CHUKWUDI049,5.26,Normal Fat,0.02454694,Breads,239.27,2006,Medium,Cluster 1,Supermarket Type1,399.1672262773725,2916.2
FDE04,CHUKWUDI049,FDE04_CHUKWUDI049,19.75,Normal Fat,0.018051091000000002,Frozen Foods,449.67,2006,Medium,Cluster 1,Supermarket Type1,388.07109409190423,6741.23
DRI11,CHUKWUDI049,DRI11_CHUKWUDI049,8.26,Low Fat,0.034457776,Hard Drinks,283.46,2006,Medium,Cluster 1,Supermarket Type1,376.59880597014916,5183.25
NCR38,CHUKWUDI017,NCR38_CHUKWUDI017,17.25,Low Fat,0.114160573,Household,632.93,2014,,Cluster 2,Supermarket Type1,399.9994179894175,9437.72
FDJ20,CHUKWUDI018,FDJ20_CHUKWUDI018,20.7,Normal Fat,0.100583009,Fruits and Vegetables,308.85,2016,Medium,Cluster 3,Supermarket Type2,398.2481124497989,4953.55
FDQ19,CHUKWUDI045,FDQ19_CHUKWUDI045,7.35,Normal Fat,0.014394261,Fruits and Vegetables,603.38,2009,,Cluster 2,Supermarket Type1,398.2481124497989,13329.32
DRN35,CHUKWUDI010,DRN35_CHUKWUDI010,8.01,Low Fat,0.117580062,Hard Drinks,91.63,2005,,Cluster 3,Grocery Store,376.59880597014916,179.77
FDY12,CHUKWUDI010,FDY12_CHUKWUDI010,9.8,Normal Fat,0.235354055,Baking Goods,127.0,2005,,Cluster 3,Grocery Store,364.91892441860455,253.0
FDK58,CHUKWUDI046,FDK58_CHUKWUDI046,11.35,Normal Fat,0.0,Snack Foods,253.75,2004,Small,Cluster 1,Supermarket Type1,395.3521899736158,506.01
FDK43,CHUKWUDI019,FDK43_CHUKWUDI019,,Low Fat,0.046994717000000005,Meat,314.51,1992,Small,Cluster 1,Grocery Store,390.9528030303029,632.51
FDY27,CHUKWUDI027,FDY27_CHUKWUDI027,,Low Fat,0.031743707,Dairy,447.84,1992,Medium,Cluster 3,Supermarket Type3,409.5043428571421,4014.77
NCR05,CHUKWUDI018,NCR05_CHUKWUDI018,10.1,Low Fat,0.054853377,Health and Hygiene,496.52,2016,Medium,Cluster 3,Supermarket Type2,367.1430293159605,5456.23
FDD05,CHUKWUDI013,FDD05_CHUKWUDI013,19.35,Low Fat,0.016597651,Frozen Foods,303.77,1994,High,Cluster 3,Supermarket Type1,388.07109409190423,7230.59
FDZ46,CHUKWUDI049,FDZ46_CHUKWUDI049,7.485,Low Fat,0.069231189,Snack Foods,280.31,2006,Medium,Cluster 1,Supermarket Type1,395.3521899736158,3039.38
DRI51,CHUKWUDI035,DRI51_CHUKWUDI035,17.25,Low Fat,0.042233642,Dairy,433.44,2011,Small,Cluster 2,Supermarket Type1,409.5043428571421,5153.29
FDG05,CHUKWUDI046,FDG05_CHUKWUDI046,11.0,Normal Fat,0.08784714099999999,Frozen Foods,392.16,2004,Small,Cluster 1,Supermarket Type1,388.07109409190423,7431.99
NCD54,CHUKWUDI019,NCD54_CHUKWUDI019,,Low Fat,0.050790917000000005,Household,356.95,1992,Small,Cluster 1,Grocery Store,399.9994179894175,361.2
FDA20,CHUKWUDI017,FDA20_CHUKWUDI017,6.78,Low Fat,0.066997921,Fruits and Vegetables,466.31,2014,,Cluster 2,Supermarket Type1,398.2481124497989,6524.84
NCL17,CHUKWUDI017,NCL17_CHUKWUDI017,7.39,Low Fat,0.068163102,Health and Hygiene,351.2,2014,,Cluster 2,Supermarket Type1,367.1430293159605,6055.45
FDM08,CHUKWUDI017,FDM08_CHUKWUDI017,10.1,Normal Fat,0.053887301,Fruits and Vegetables,564.02,2014,,Cluster 2,Supermarket Type1,398.2481124497989,10626.17
FDK26,CHUKWUDI049,FDK26_CHUKWUDI049,5.46,Normal Fat,0.032227432,Canned,467.06,2006,Medium,Cluster 1,Supermarket Type1,391.7176329787233,4660.6
FDS60,CHUKWUDI018,FDS60_CHUKWUDI018,20.85,Low Fat,0.032580705,Baking Goods,450.17,2016,Medium,Cluster 3,Supermarket Type2,364.91892441860455,5392.98
NCQ42,CHUKWUDI017,NCQ42_CHUKWUDI017,20.35,Low Fat,0.0,Household,312.92,2014,,Cluster 2,Supermarket Type1,399.9994179894175,4768.79
FDY37,CHUKWUDI035,FDY37_CHUKWUDI035,17.0,Normal Fat,0.026563851,Canned,353.12,2011,Small,Cluster 2,Supermarket Type1,391.7176329787233,8230.95
FDH32,CHUKWUDI013,FDH32_CHUKWUDI013,12.8,Low Fat,0.075996742,Fruits and Vegetables,242.85,1994,High,Cluster 3,Supermarket Type1,398.2481124497989,6999.22
NCY18,CHUKWUDI045,NCY18_CHUKWUDI045,7.285,Low Fat,0.031214809,Household,442.76,2009,,Cluster 2,Supermarket Type1,399.9994179894175,6566.45
FDK52,CHUKWUDI045,FDK52_CHUKWUDI045,18.25,Low Fat,0.07937949999999999,Frozen Foods,565.27,2009,,Cluster 2,Supermarket Type1,388.07109409190423,16927.97
FDU38,CHUKWUDI027,FDU38_CHUKWUDI027,,Low Fat,0.082150145,Dairy,482.38,1992,Medium,Cluster 3,Supermarket Type3,409.5043428571421,18695.66
DRM59,CHUKWUDI018,DRM59_CHUKWUDI018,5.88,Low Fat,0.0036067259999999998,Hard Drinks,385.5,2016,Medium,Cluster 3,Supermarket Type2,376.59880597014916,3460.5
FDX20,CHUKWUDI045,FDX20_CHUKWUDI045,7.365,Low Fat,0.042646566,Fruits and Vegetables,562.93,2009,,Cluster 2,Supermarket Type1,398.2481124497989,1131.86
FDN45,CHUKWUDI045,FDN45_CHUKWUDI045,19.35,Low Fat,0.118342285,Snack Foods,556.52,2009,,Cluster 2,Supermarket Type1,395.3521899736158,4474.18
FDY27,CHUKWUDI018,FDY27_CHUKWUDI018,6.38,Low Fat,0.032028115,Dairy,445.84,2016,Medium,Cluster 3,Supermarket Type2,409.5043428571421,8029.55
NCL19,CHUKWUDI035,NCL19_CHUKWUDI035,15.35,Low Fat,0.015673267,Others,362.62,2011,Small,Cluster 2,Supermarket Type1,388.6077000000003,6799.48
NCZ42,CHUKWUDI017,NCZ42_CHUKWUDI017,10.5,Low Fat,0.011351778,Household,591.31,2014,,Cluster 2,Supermarket Type1,399.9994179894175,10073.55
FDL58,CHUKWUDI017,FDL58_CHUKWUDI017,5.78,Normal Fat,0.0,Snack Foods,659.39,2014,,Cluster 2,Supermarket Type1,395.3521899736158,6591.42
FDY34,CHUKWUDI045,FDY34_CHUKWUDI045,10.5,Normal Fat,0.01100413,Snack Foods,417.96,2009,,Cluster 2,Supermarket Type1,395.3521899736158,7460.29
FDR20,CHUKWUDI010,FDR20_CHUKWUDI010,20.0,Normal Fat,0.0,Fruits and Vegetables,116.19,2005,,Cluster 3,Grocery Store,398.2481124497989,113.19
FDX26,CHUKWUDI035,FDX26_CHUKWUDI035,17.7,Low Fat,0.087791917,Dairy,451.57,2011,Small,Cluster 2,Supermarket Type1,409.5043428571421,7753.24
DRJ11,CHUKWUDI017,DRJ11_CHUKWUDI017,9.5,Low Fat,0.0,Hard Drinks,472.47,2014,,Cluster 2,Supermarket Type1,376.59880597014916,3309.03
NCH54,CHUKWUDI035,NCH54_CHUKWUDI035,13.5,Low Fat,0.072655379,Household,394.48,2011,Small,Cluster 2,Supermarket Type1,399.9994179894175,9987.0
DRF15,CHUKWUDI013,DRF15_CHUKWUDI013,18.35,Ultra Low fat,0.0,Dairy,379.84,1994,High,Cluster 3,Supermarket Type1,409.5043428571421,765.67
FDW26,CHUKWUDI019,FDW26_CHUKWUDI019,,Normal Fat,0.18744331399999997,Dairy,551.19,1992,Small,Cluster 1,Grocery Store,409.5043428571421,1111.89
FDZ44,CHUKWUDI017,FDZ44_CHUKWUDI017,8.185,Low Fat,0.038948125,Fruits and Vegetables,288.7,2014,,Cluster 2,Supermarket Type1,398.2481124497989,2050.66
DRF23,CHUKWUDI045,DRF23_CHUKWUDI045,4.61,Low Fat,0.122901056,Hard Drinks,436.1,2009,,Cluster 2,Supermarket Type1,376.59880597014916,6541.49
FDQ12,CHUKWUDI035,FDQ12_CHUKWUDI035,12.65,Low Fat,0.035404052000000005,Baking Goods,576.5,2011,Small,Cluster 2,Supermarket Type1,364.91892441860455,5168.27
NCV17,CHUKWUDI049,NCV17_CHUKWUDI049,18.85,Low Fat,0.016132592,Health and Hygiene,325.66,2006,Medium,Cluster 1,Supermarket Type1,367.1430293159605,7541.85
FDI45,CHUKWUDI017,FDI45_CHUKWUDI017,13.1,Low Fat,0.037793818,Fruits and Vegetables,434.51,2014,,Cluster 2,Supermarket Type1,398.2481124497989,7004.22
FDR55,CHUKWUDI018,FDR55_CHUKWUDI018,12.15,Normal Fat,0.132621594,Fruits and Vegetables,475.47,2016,Medium,Cluster 3,Supermarket Type2,398.2481124497989,9454.36
FDV36,CHUKWUDI017,FDV36_CHUKWUDI017,18.7,Low Fat,0.026450779,Baking Goods,312.26,2014,,Cluster 2,Supermarket Type1,364.91892441860455,7273.87
FDW15,CHUKWUDI035,FDW15_CHUKWUDI035,15.35,Normal Fat,0.055103174000000005,Meat,374.43,2011,Small,Cluster 2,Supermarket Type1,390.9528030303029,7052.49
FDX56,CHUKWUDI027,FDX56_CHUKWUDI027,,Normal Fat,0.073700837,Fruits and Vegetables,517.91,1992,Medium,Cluster 3,Supermarket Type3,398.2481124497989,18118.08
FDP27,CHUKWUDI019,FDP27_CHUKWUDI019,,Low Fat,0.20914265,Meat,477.38,1992,Small,Cluster 1,Grocery Store,390.9528030303029,948.77
DRG11,CHUKWUDI010,DRG11_CHUKWUDI010,6.385,Low Fat,0.14032811,Hard Drinks,272.9,2005,,Cluster 3,Grocery Store,376.59880597014916,269.65
NCZ29,CHUKWUDI046,NCZ29_CHUKWUDI046,15.0,Low Fat,0.071371458,Health and Hygiene,313.09,2004,Small,Cluster 1,Supermarket Type1,367.1430293159605,3460.5
FDC35,CHUKWUDI045,FDC35_CHUKWUDI045,7.435,Low Fat,0.12308681199999999,Starchy Foods,517.41,2009,,Cluster 2,Supermarket Type1,421.2993827160495,2588.3
FDX16,CHUKWUDI013,FDX16_CHUKWUDI013,17.85,Low Fat,0.06575528,Frozen Foods,378.76,1994,High,Cluster 3,Supermarket Type1,388.07109409190423,6366.71
FDG04,CHUKWUDI019,FDG04_CHUKWUDI019,,Low Fat,0.010615026000000001,Frozen Foods,462.97,1992,Small,Cluster 1,Grocery Store,388.07109409190423,935.45
NCD54,CHUKWUDI046,NCD54_CHUKWUDI046,21.1,Low Fat,0.029008944,Household,358.45,2004,Small,Cluster 1,Supermarket Type1,399.9994179894175,2167.18
FDP08,CHUKWUDI045,FDP08_CHUKWUDI045,20.5,Normal Fat,0.112638016,Fruits and Vegetables,488.87,2009,,Cluster 2,Supermarket Type1,398.2481124497989,9687.39
FDR44,CHUKWUDI049,FDR44_CHUKWUDI049,6.11,Normal Fat,0.103080901,Fruits and Vegetables,328.24,2006,Medium,Cluster 1,Supermarket Type1,398.2481124497989,4893.63
FDW28,CHUKWUDI035,FDW28_CHUKWUDI035,18.25,Low Fat,0.088807455,Frozen Foods,493.36,2011,Small,Cluster 2,Supermarket Type1,388.07109409190423,6851.08
FDS19,CHUKWUDI010,FDS19_CHUKWUDI010,13.8,Normal Fat,0.10746981900000001,Fruits and Vegetables,194.5,2005,,Cluster 3,Grocery Store,398.2481124497989,569.26
NCT18,CHUKWUDI046,NCT18_CHUKWUDI046,14.6,Low Fat,0.059405152,Household,449.24,2004,Small,Cluster 1,Supermarket Type1,399.9994179894175,9054.88
NCE07,CHUKWUDI017,NCE07_CHUKWUDI017,8.18,Low Fat,0.0132043,Household,359.54,2014,,Cluster 2,Supermarket Type1,399.9994179894175,6736.23
FDT11,CHUKWUDI018,FDT11_CHUKWUDI018,5.94,Normal Fat,0.029492018,Breads,470.14,2016,Medium,Cluster 3,Supermarket Type2,399.1672262773725,2346.95
FDK20,CHUKWUDI017,FDK20_CHUKWUDI017,12.6,Normal Fat,0.04179272,Fruits and Vegetables,305.02,2014,,Cluster 2,Supermarket Type1,398.2481124497989,3368.95
FDT25,CHUKWUDI018,FDT25_CHUKWUDI018,7.5,Low Fat,0.050957715,Canned,306.02,2016,Medium,Cluster 3,Supermarket Type2,391.7176329787233,6431.63
FDC41,CHUKWUDI013,FDC41_CHUKWUDI013,15.6,Low Fat,0.11681595300000001,Frozen Foods,188.92,1994,High,Cluster 3,Supermarket Type1,388.07109409190423,4211.19
FDX58,CHUKWUDI017,FDX58_CHUKWUDI017,13.15,Low Fat,0.044011225,Snack Foods,453.24,2014,,Cluster 2,Supermarket Type1,395.3521899736158,10070.23
FDW40,CHUKWUDI046,FDW40_CHUKWUDI046,14.0,Normal Fat,0.105145451,Frozen Foods,360.7,2004,Small,Cluster 1,Supermarket Type1,388.07109409190423,12110.9
FDI20,CHUKWUDI018,FDI20_CHUKWUDI018,19.1,Low Fat,0.038720852,Fruits and Vegetables,527.15,2016,Medium,Cluster 3,Supermarket Type2,398.2481124497989,15829.4
FDJ02,CHUKWUDI019,FDJ02_CHUKWUDI019,,Normal Fat,0.044063785,Canned,368.1,1992,Small,Cluster 1,Grocery Store,391.7176329787233,735.71
DRL60,CHUKWUDI019,DRL60_CHUKWUDI019,,Low Fat,0.047377447,Soft Drinks,376.67,1992,Small,Cluster 1,Grocery Store,386.99823754789264,1143.51
FDU48,CHUKWUDI010,FDU48_CHUKWUDI010,18.85,Low Fat,0.0926587,Baking Goods,328.57,2005,,Cluster 3,Grocery Store,364.91892441860455,659.14
FDT40,CHUKWUDI046,FDT40_CHUKWUDI046,5.985,Ultra Low fat,0.095795326,Frozen Foods,321.17,2004,Small,Cluster 1,Supermarket Type1,388.07109409190423,1271.68
DRL01,CHUKWUDI035,DRL01_CHUKWUDI035,19.5,Normal Fat,0.077157727,Soft Drinks,581.24,2011,Small,Cluster 2,Supermarket Type1,386.99823754789264,7010.87
FDW15,CHUKWUDI027,FDW15_CHUKWUDI027,,Normal Fat,0.054846705999999995,Meat,368.43,1992,Medium,Cluster 3,Supermarket Type3,390.9528030303029,8166.04
NCT30,CHUKWUDI010,NCT30_CHUKWUDI010,9.1,Low Fat,0.134393836,Household,120.18,2005,,Cluster 3,Grocery Store,399.9994179894175,118.18
FDO08,CHUKWUDI035,FDO08_CHUKWUDI035,11.1,Normal Fat,0.053765212,Fruits and Vegetables,407.88,2011,Small,Cluster 2,Supermarket Type1,398.2481124497989,4522.45
FDO12,CHUKWUDI018,FDO12_CHUKWUDI018,15.75,Low Fat,0.055154296,Baking Goods,488.86,2016,Medium,Cluster 3,Supermarket Type2,364.91892441860455,2936.18
FDK16,CHUKWUDI013,FDK16_CHUKWUDI013,9.065,Low Fat,0.115233813,Frozen Foods,236.02,1994,High,Cluster 3,Supermarket Type1,388.07109409190423,7140.71
FDV60,CHUKWUDI027,FDV60_CHUKWUDI027,,Normal Fat,0.11679292,Baking Goods,490.53,1992,Medium,Cluster 3,Supermarket Type3,364.91892441860455,13748.77
NCA54,CHUKWUDI045,NCA54_CHUKWUDI045,16.5,Low Fat,0.036715907,Household,450.08,2009,,Cluster 2,Supermarket Type1,399.9994179894175,9923.75
FDW45,CHUKWUDI013,FDW45_CHUKWUDI013,18.0,Low Fat,0.038978526,Snack Foods,371.6,1994,High,Cluster 3,Supermarket Type1,395.3521899736158,6989.24
NCO29,CHUKWUDI049,NCO29_CHUKWUDI049,11.15,Low Fat,0.032306341,Health and Hygiene,415.88,2006,Medium,Cluster 1,Supermarket Type1,367.1430293159605,2466.79
FDU22,CHUKWUDI013,FDU22_CHUKWUDI013,12.35,Low Fat,0.0,Snack Foods,297.28,1994,High,Cluster 3,Supermarket Type1,395.3521899736158,7999.59
FDS32,CHUKWUDI017,FDS32_CHUKWUDI017,17.75,Normal Fat,0.029821648,Fruits and Vegetables,349.96,2014,,Cluster 2,Supermarket Type1,398.2481124497989,2809.68
DRH37,CHUKWUDI017,DRH37_CHUKWUDI017,17.6,Low Fat,0.041851756000000004,Soft Drinks,406.88,2014,,Cluster 2,Supermarket Type1,386.99823754789264,7811.5
NCQ43,CHUKWUDI013,NCQ43_CHUKWUDI013,17.75,Ultra Low fat,0.111209003,Others,269.48,1994,High,Cluster 3,Supermarket Type1,388.6077000000003,2456.8
FDI38,CHUKWUDI045,FDI38_CHUKWUDI045,13.35,Normal Fat,0.014656563999999999,Canned,521.41,2009,,Cluster 2,Supermarket Type1,391.7176329787233,5694.25
FDY01,CHUKWUDI013,FDY01_CHUKWUDI013,11.8,Normal Fat,0.170141787,Canned,291.96,1994,High,Cluster 3,Supermarket Type1,391.7176329787233,5759.17
DRF36,CHUKWUDI045,DRF36_CHUKWUDI045,16.1,Ultra Low fat,0.023625114,Soft Drinks,473.46,2009,,Cluster 2,Supermarket Type1,386.99823754789264,9076.52
NCH30,CHUKWUDI046,NCH30_CHUKWUDI046,17.1,Low Fat,0.06715405299999999,Household,285.97,2004,Small,Cluster 1,Supermarket Type1,399.9994179894175,3112.62
FDW39,CHUKWUDI017,FDW39_CHUKWUDI017,6.69,Normal Fat,0.0,Meat,442.34,2014,,Cluster 2,Supermarket Type1,390.9528030303029,10586.22
FDB12,CHUKWUDI046,FDB12_CHUKWUDI046,11.15,Normal Fat,0.105307659,Baking Goods,255.16,2004,Small,Cluster 1,Supermarket Type1,364.91892441860455,2596.62
FDT15,CHUKWUDI018,FDT15_CHUKWUDI018,12.15,Normal Fat,0.042855388,Meat,454.24,2016,Medium,Cluster 3,Supermarket Type2,390.9528030303029,7323.8
NCP18,CHUKWUDI046,NCP18_CHUKWUDI046,12.15,Low Fat,0.02859825,Household,376.18,2004,Small,Cluster 1,Supermarket Type1,399.9994179894175,5642.66
FDN12,CHUKWUDI018,FDN12_CHUKWUDI018,15.6,Low Fat,0.0,Baking Goods,279.64,2016,Medium,Cluster 3,Supermarket Type2,364.91892441860455,3635.27
FDZ46,CHUKWUDI018,FDZ46_CHUKWUDI018,7.485,Low Fat,0.069405301,Snack Foods,280.31,2016,Medium,Cluster 3,Supermarket Type2,395.3521899736158,2763.07
NCN26,CHUKWUDI013,NCN26_CHUKWUDI013,10.85,Low Fat,0.0,Household,297.7,1994,High,Cluster 3,Supermarket Type1,399.9994179894175,5859.04
FDM28,CHUKWUDI045,FDM28_CHUKWUDI045,15.7,Low Fat,0.045295529,Frozen Foods,453.42,2009,,Cluster 2,Supermarket Type1,388.07109409190423,4943.57
FDB40,CHUKWUDI035,FDB40_CHUKWUDI035,17.5,Normal Fat,0.007538459,Dairy,360.53,2011,Small,Cluster 2,Supermarket Type1,409.5043428571421,10206.71
DRI37,CHUKWUDI010,DRI37_CHUKWUDI010,15.85,Low Fat,0.180096791,Soft Drinks,143.48,2005,,Cluster 3,Grocery Store,386.99823754789264,292.95
FDO57,CHUKWUDI035,FDO57_CHUKWUDI035,20.75,Low Fat,0.108689606,Snack Foods,398.39,2011,Small,Cluster 2,Supermarket Type1,395.3521899736158,11232.05
FDH57,CHUKWUDI049,FDH57_CHUKWUDI049,10.895,Low Fat,0.0358031,Fruits and Vegetables,325.82,2006,Medium,Cluster 1,Supermarket Type1,398.2481124497989,6261.85
FDZ59,CHUKWUDI019,FDZ59_CHUKWUDI019,,Normal Fat,0.18212836300000002,Baking Goods,414.13,1992,Small,Cluster 1,Grocery Store,364.91892441860455,1664.5
FDP38,CHUKWUDI013,FDP38_CHUKWUDI013,10.1,Low Fat,0.032075379,Canned,127.25,1994,High,Cluster 3,Supermarket Type1,391.7176329787233,885.51
FDZ14,CHUKWUDI046,FDZ14_CHUKWUDI046,7.71,Normal Fat,0.04758869599999999,Dairy,306.19,2004,Small,Cluster 1,Supermarket Type1,409.5043428571421,1514.7
FDH08,CHUKWUDI035,FDH08_CHUKWUDI035,7.51,Low Fat,0.017425784,Fruits and Vegetables,569.75,2011,Small,Cluster 2,Supermarket Type1,398.2481124497989,1148.51
FDJ38,CHUKWUDI035,FDJ38_CHUKWUDI035,8.6,Normal Fat,0.040197932,Canned,475.38,2011,Small,Cluster 2,Supermarket Type1,391.7176329787233,7590.12
FDV09,CHUKWUDI010,FDV09_CHUKWUDI010,12.1,Low Fat,0.034427577,Snack Foods,366.68,2005,,Cluster 3,Grocery Store,395.3521899736158,742.37
FDQ01,CHUKWUDI017,FDQ01_CHUKWUDI017,19.7,Normal Fat,0.161610636,Canned,638.0,2014,,Cluster 2,Supermarket Type1,391.7176329787233,8925.05
FDA55,CHUKWUDI019,FDA55_CHUKWUDI019,,Normal Fat,0.099780431,Fruits and Vegetables,563.02,1992,Small,Cluster 1,Grocery Store,398.2481124497989,1118.54
FDB49,CHUKWUDI010,FDB49_CHUKWUDI010,8.3,Normal Fat,0.05046718,Baking Goods,244.1,2005,,Cluster 3,Grocery Store,364.91892441860455,492.69
FDU34,CHUKWUDI017,FDU34_CHUKWUDI017,18.25,Low Fat,0.07562026200000001,Snack Foods,309.51,2014,,Cluster 2,Supermarket Type1,395.3521899736158,8715.32
FDA09,CHUKWUDI018,FDA09_CHUKWUDI018,13.35,Normal Fat,0.14997485800000002,Snack Foods,449.42,2016,Medium,Cluster 3,Supermarket Type2,395.3521899736158,14830.7
FDQ15,CHUKWUDI013,FDQ15_CHUKWUDI013,20.35,Normal Fat,0.150947728,Meat,202.57,1994,High,Cluster 3,Supermarket Type1,390.9528030303029,4670.59
FDI22,CHUKWUDI027,FDI22_CHUKWUDI027,,Low Fat,0.095746519,Snack Foods,521.65,1992,Medium,Cluster 3,Supermarket Type3,395.3521899736158,18292.86
